alumno.pret;sexo.pret;coleg.pret;curso.pret;grup.pret;pais.pret;ren.mat.pret;ren.leng.pret;ECE1.pret;ECE2.pret;ECE3.pret;ECE4.pret;ECE5.pret;ECE6.pret;ECE7.pret;ECE8.pret;ECE9.pret;ECE10.pret;ECE11.pret;ECE12.pret;ECE13.pret;ECE14.pret;ECE15.pret;ECE16.pret;ECE17.pret;ECE18.pret;ECE19.pret;IEA1.pret;IEA2.pret;IEA3.pret;IEA4.pret;IEA5.pret;IEA6.pret;IEA7.pret;IEA8.pret;IEA9.pret;IEA10.pret;IEA11.pret;IEA12.pret;IEA13.pret;IEA14.pret;IEA15.pret;IEA16.pret;IEA17.pret;IEA18.pret;IEA19.pret;IEA20.pret;IEA21.pret;IEA22.pret;IEA23.pret;IEA24.pret;IEA25.pret;IEA26.pret;IEA27.pret;IEA28.pret;PRE_Emotion_Engage;PRE_Cognitive_Engage;PRE_Behavior_Engage;PRE_Enviroment_Manage;PRE_Information_help_Manage;PRE_Maladapative_Behavior;PRE_Time_Manage;PRE_ENG_EMOC;PRE_ENG_COGN;PRE_ENG_COND;ZPRE_ENG_EMOC;ZPRE_ENG_COGN;ZPRE_ENG_COND;LPA_4perfiles;LPA_3perfiles;Gestión_Entorno;Gestión_Tiempo;Desadaptativo;Gesti_Infor;enviroment_manag;time_manag;maladaptative_behavior;informati_manag
7;2;2;5;1;1;3;3;4;4;5;5;5;5;5;5;3;1;3;4;5;2;3;5;5;5;4;3;5;5;4;5;3;5;3;5;1;1;5;5;4;5;5;5;5;3;4;4;5;3;5;5;1;5;4;1,3183720411408;,484122707590327;,571571716413355;-,245442394502696;1,06460687982701;,769413511224515;1,02161910675438;5;3,42857142857143;5;1,52593147702456;,663953998174913;1,32295142307639;4;1;,608702607549598;,966470413878645;1,43223223575521;,507006512983634;4,4;4,44444444444444;2,85714285714286;4,42857142857143
8;1;2;5;1;1;5;5;3;4;5;3;5;4;5;4;1;1;4;5;4;3;2;5;5;4;2;4;4;4;5;3;4;5;1;4;1;1;1;3;2;1;5;5;1;1;1;5;5;2;5;5;1;5;4;1,24490935090526;,222838107540393;-,468792318663612;,0317753835443597;-,162085363760928;-1,27927131444678;-,915773537339309;4,8;3,14285714285714;4;1,30640579601825;,293526155800002;-,272989976190358;4;1;,426394533078379;-,153499259954458;-1,0529508677048;-,14512456295013;4,6;3,77777777777778;1,28571428571429;3,42857142857143
9;1;2;5;1;1;5;4;2;5;5;5;5;4;5;5;3;1;5;3;5;2;1;5;5;5;3;5;5;5;5;5;5;5;5;3;1;1;1;1;5;5;5;5;5;1;1;5;5;1;5;5;1;5;5;1,48806414529536;-,0777050001680751;,720849707062397;,605801748786434;1,12503425799362;-,54212910579086;,901647513516627;5;3,28571428571429;4,75;1,52593147702456;,478740076987457;,923966073259706;4;1;,356951600727226;1,20477612939799;-,878045434039098;1,16998236163701;5;4,77777777777778;1;5
10;2;2;5;1;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;5;5;4;5;5;5;1;1;1;1;5;5;5;5;5;1;1;5;5;1;5;5;1;5;5;,880254678256317;2,56608468170113;,476999206452788;,353521880443637;1,10939011139966;-,709131198079849;1,49419627816893;5;5;5;1,52593147702456;2,70130713123692;1,32295142307639;4;1;,177765949382586;1,39218846349422;-,881914700297358;1,20476296154954;5;4,88888888888889;1;5
11;2;2;5;1;1;5;5;5;5;5;5;5;5;5;5;4;1;5;5;5;4;1;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;4;5;5;5;1;1;5;5;1;5;5;1;5;5;,881454645455457;2,17241709593309;,646349513100464;,432895415903335;,811705564304976;-,74742967591222;1,54006677480127;5;4,71428571428571;5;1,52593147702456;2,33087928886201;1,32295142307639;4;1;,114791607418368;1,58421674191954;-,976695682072695;1,04099995904659;5;5;1;4,85714285714286
12;1;2;5;1;1;5;5;3;4;4;4;4;4;3;3; ;2;4;3;5;1;2;3;4;5;3;4;4;3;2;4;3;5;3;2;3;1;2;1;3;3;4;5;1;2;2;3;3;1;4;3;2;5;4;-,150328884394373;,0590354549053803;-,0560975445101806;,352255526445086;-,451260684320118;,475916370844287;-,76814996508721;3,4;2,91645781119465;4,25;-,230273971025901;-5,75760527393582E-16;,12599537362633;3;2;-,368101597628579;-,662974090884337;-,353777060152343;,262765089390171;4;3,11111111111111;1,85714285714286;3,57142857142857
13;1;2;5;1;1;5;5;4;5;4;4;2;3;3;2;1;3;4;4;3;1;3;3;3;4;2;5;4;4;4;4;4;3;1;3;3;4;1;4;4;4;4;4;3;1;2;4;4;1;4;4;2;4;4;-1,28732277016521;,607003578095172;-,28621488642516;,353581437477597;,511818857527303;,46651051362207;-,851425451668509;2,6;3;3,75;-1,10837669505113;,108312234612546;-,671975326007045;3;2;,41026548236767;-,522206071248217;,409117353407179;,555624824149384;4;3,44444444444444;2,42857142857143;4,14285714285714
14;2;2;5;1;4;4;3;1;5;4;4;4;3;4;4;1;2;4;3;4;3;2;3;4;4;3;4;4;4;2;3;2;3;1;1;2;2;2;3;4;4;2;4;2;2;3;2;3;2;4;3;2;2;3;,422175848526162;-,395334497178374;-,257611071059479;-,511340313183414;,2326641718588;,575965203695514;-1,90204240237175;3,8;2,85714285714286;3,75;,208777390986714;-,0769016865749092;-,671975326007045;3;2;-,392071519440285;-1,73011495193625;,254160256620919;,148606466696475;3;2,33333333333333;2,28571428571429;3,57142857142857
15;1;2;5;1;1;4;4;3;5;5;4;4;5;5;4;2;1;5;4;5;3;1;5;5;5;4;5;5;4;3;4;5;4;3;5;1;1;1;1;5;4;5;4;2;1;2;5;5;4;5;4;2;5;4;,675079220330456;,75923510528203;,824803961251274;,687901723727635;,275055366913511;-,617626351019041;,0931915747188397;4,6;3,71428571428571;4,75;1,08688011501194;1,03438184054982;,923966073259706;4;1;,882114788901507;,632908610934814;-,248641627080209;-,241557039264398;4,8;4,22222222222222;1,28571428571429;3,71428571428571
16;1;2;5;1;1;5;4;1;2;4;3;3;3;1;3;4;2;1;2;4;1;1;1;1;3;1;3;3;4;2;5;3;2;1;1;1;5;1;1;5;3;4;3;2;3;1;2;2;1;3;5;3;3;4;-1,24950652750434;-,643440509381952;-1,97724256115626;-,634532937222653;-,309265142812876;-,288899489853932;-1,40092871878353;1,8;1,71428571428571;3,25;-1,98647941907636;-1,55861305607455;-1,46994602564042;1;3;-,762049229422978;-,965377554143243;-,555307695309994;-,2826446706932;2,8;2,66666666666667;2,14285714285714;3,85714285714286
17;2;2;5;1;1;5;5;2;4;5;5;4;5;5;5;1;1;4;3;5;2;1;4;4;5;5;5;5;4;5;5;4;5;5;4;1;1;1;1;4;4;5;4;3;1;1;4;4;1;4;4;1;4;4;,630127171355331;-,384883533732786;1,38405908059042;,528888772478439;,328831296149862;-,666477001989429;,499550492867212;4,4;3;5;,867354434005637;,108312234612546;1,32295142307639;4;1;,109160284480296;,237378721056164;-,982770953792168;,81456075123805;4,8;4;1;4,42857142857143
18;1;2;5;1;1;5;5;2;5;4;4;5;5;5;4; ;2;5;5;5;3;2;5;5;4;4;5;5;5;4;3;4;4;1;3;2;1;2;3;4;4;5;4;3;1;2;3;5;1;4;5;1;3;4;1,04407227752811;,804112436141662;,0478544198157676;,991082504445861;,586833624132517;,0776191511618256;-1,22616378746184;4,8;2,91645781119465;4,25;1,30640579601825;-5,75760527393582E-16;,12599537362633;4;1;1,00491972929743;-,84279288569581;-,280842797657196;,362292661600994;4,4;3,55555555555556;1,71428571428571;4,14285714285714
20;1;2;5;1;1;5;4;3;1;3;4;3;2;4;5; ;3;3;3;3;4;3;4;4;3;4;3;3;4;2;4;4;3;4;3;4;2;2;2;3;4;2;4;3;4;3;2;2;2;3;4;2;3;4;,891795515156662;,204459088148081;-2,07970911897407;-1,31284456705533;-,176515692570597;1,9145623769028;,384996598672265;4;2,91645781119465;3;,428303071993022;-5,75760527393582E-16;-1,86893137545711;3;2;-1,7429671506295;,713493428909251;,687568862806978;-,300122189120898;2,6;3,33333333333333;2,71428571428571;3,57142857142857
21;2;2;5;1;1;2;3;3;3;3;4;5;3;5;3;3;1;3;4;5;3;1;3;4;1;3;3;4;3;4;4;3;3;3;3;1;1;2;3;4;4;3;3;3;1; ;3;3;1;3;3;1;3;5;,751459612743742;,752352875248906;-2,41727322499015;-1,23325670198688;,123767181957035;-,515621056682348;-,185630679025846;4;3,14285714285714;2,75;,428303071993022;,293526155800002;-2,2679167252738;3;2; ; ; ; ;3,2;3,22222222222222; ;3,85714285714286
22;2;2;5;1;1;5;4;3;3;5;4;5;3;5;4;2;1;2;4;3;4;3;4;3;4;3;3;3;5;3;4;3;5;3;5;4;3;5;3;3;4;5;3;3;4;5;5;3;3;5;3;3;3;3;,709232218836924;,120843446387866;-,561252239389205;-,595675802891392;,26381712591797;2,67231600969547;,375386896979969;4,2;3;4;,64782875299933;,108312234612546;-,272989976190358;3;2;-,390462784771477;,355879257804169;2,75337872976436;,592461160472066;4,2;3,44444444444444;3,85714285714286;3,57142857142857
23;2;2;5;1;1;5;5;2;3;5;4;3;3;5;3;1;2;2;1;5;3;1;5;5;5;5;3;5;4;1;5;4;4;1;1;1;2;1;3;3;2;2;3;2;1;1;2;2;1;3;2;1;3;3;,79021826610776;-,978711612992785;,382775948203068;-,31277507033806;-1,33850112631633;-1,20332984703416;-1,42148684222002;4,2;2,42857142857143;4,25;,64782875299933;-,632543450137276;,12599537362633;3;2;-,389681190774801;-1,59522966722561;-1,2398457412019;-,619305947844745;3,2;2,33333333333333;1,42857142857143;3,28571428571429
24;1;2;5;1;1;4;3;1;1;1;4;5;4;5;5;4;5;5;1;5;1;3;5;3;4;3;5;4;2;1;5;3;1;2;1;1;5;2;5;3;5;2;4;5;2;3;2;3;3;3;3;2;2;2;1,96149818577384;-,501564982273463;-2,26986330318235;-,153934558448649;-1,09091858686715;,547074068814294;-,425760903222292;4,6;2,28571428571429;3,25;1,08688011501194;-,817757371324732;-1,46994602564042;3;2;-,11866170345521;-,900213408118876;,972264808707232;-,923461882672192;2,8;2,66666666666667;2,85714285714286;3,28571428571429
25;2;2;5;1;1;5;5;3;5;5;5;5;4;5;2;1;1;5;3;5;3;1;5;4;5;5;5;5;5;5;5;4;5;3;5;1;5;1;5;4;5;5;5;5;1;4;5;4;5;5;5;2;5;5;,111750030575736;,486567287072179;1,35076256402209;,388677468401624;1,32015999362909;,335006423138855;,763254897496062;4,2;3,57142857142857;4,75;,64782875299933;,849167919362369;,923966073259706;4;1;1,44610559556551;1,14597980927027;1,37020065142155;,182326095848307;5;4,55555555555556;2,71428571428571;4,28571428571429
1;2;2;5;2;1;5;4;3;5;5;5;4;4;5;3;2; ;3;4;5;5;1;5;4;5;4;5;5;5;4;5;4;4;5;5;1; ;1;4;4;3;5;5;1;5;1;3;3;1;5;4;5;4;5;,251372899588115;,745005757372372;,886095595770948;,758560698266347;,16671570146495;,325066772592599;,314695219409404;4,2;3,71428571428571;4,75;,64782875299933;1,03438184054982;,923966073259706;4;1; ; ; ; ;4,4;4; ;4,42857142857143
2;2;2;5;2;1;2;2;2;4;2;3;4;3;5;5;2;1;3;3;3;1;4;2;5;3;1;5;5;5;3;3;1;3;1;5;1;1;3;4;2;4;5;5;5;1;3;4;3;3;5;4;3;5;5;1,60791067575874;-,690392951098037;-2,54143458152855;,795891091743605;-,12555134656058;-,294202237177568;,487683063458527;4,2;2,28571428571429;2,75;,64782875299933;-,817757371324732;-2,2679167252738;3;2;,82316666265128;,143195266461739;,446001490516049;-,731010720547303;4,4;3,77777777777778;2,28571428571429;3,57142857142857
3;1;2;5;2;1;2;4;1;1;4;3;5;2;5;5;1;1;1;1;5;1;4;3;5;4;1;4;5;5;5;5;3;1;1;5;5;3;3;2;1;5;3;2;1;3;3;5;1;1;1;4;2;1;2;2,37212925760588;-2,70961120557577;-1,86591116053854;-,116495278974122;,468412368232072;2,18001254529841;-1,44322465709031;4,6;1;3,25;1,08688011501194;-2,48468266201183;-1,46994602564042;3;2;-,451005300301605;-1,58049301864971;1,47860005797141;,708862337751284;3,6;2,11111111111111;3;4
4;1;2;5;2;1;4;5;5;5;5;4;5;4;5;5;5;1;5;5;5;4;1;5;5;4;5;4;5;5;4;5;5;5;4;5;1;1;1;5;5;1;5;5;1;1;1;5;5;1;5;5;1;5;5;,986148765160459;2,5938116440991;-,47294941823585;,331440107120733;,26388946189736;-1,32450935521468;,0865234040046299;5;4,85714285714286;4,25;1,52593147702456;2,51609321004947;,12599537362633;4;1;,830821358441947;,594908925248214;-,916210020617799;,295627720485131;4,8;4,44444444444444;1,57142857142857;4,28571428571429
5;1;2;5;2;1;5;5;3;5;5;5;1;5;5;1;1;4;5;4;4;5;1;4;3;5;3;5;5;5;5;5;4;4;5;5;1;1;1;1;5;5;5;5;5;1;1;3;5;1;5;5;3;5;5;-1,6227539721611;,950767073686056;1,83616004584783;,353521880443637;1,10939011139966;-,709131198079849;1,49419627816893;2,8;3,71428571428571;5;-,888851014044823;1,03438184054982;1,32295142307639;3;2;-,31866254722978;1,51167551153841;-,8768229679013;1,10296311464312;4,4;4,88888888888889;1,28571428571429;5
6;1;2;5;2;1;2;4;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;1;5;5;1;5;5;1;5;5;,880254678256317;2,56608468170113;,476999206452788;,353521880443637;1,10939011139966;-,709131198079849;1,49419627816893;5;5;5;1,52593147702456;2,70130713123692;1,32295142307639;4;1;,155641348256869;1,55687343622803;-,899034621274532;1,18753487380377;5;5;1;5
7;1;2;5;2;1;4;5;5;5;5;5;5;4;5;5;2;1;4;5;5;5;2;5;5;5;4;5;5;4;5;5;5;5;5; ;1;1;2;1;5;5;5;5;4;1;2;4;3;1;5;5;1;5;5;1,0578243345059;1,46743211646774;,499945113557685;,506126111674242;1,11730214800937;-,221907713554446;,733936821064956;5;4,28571428571429;4,75;1,52593147702456;1,77523752529965;,923966073259706;4;1; ; ; ; ;4,8; ;1,28571428571429;4,85714285714286
8;2;2;5;2;1;3;3;1;5;1;1;1;5;1;5;1;5;1;1;1;1;3;5;1;3;3;5;1;5;1;5;5;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;5;5;-,596625748339388;-,135555873836595;-2,8363100711775;-,505155455660475;,473677803880055;3,12625165852435;2,11450801137824;2,6;1,85714285714286;2,5;-1,10837669505113;-1,3733991348871;-2,66690207509049;1;3;,179298558695752;2,72938426088894;3,56619001871192;-,225816025363333;4,2;4,88888888888889;4,28571428571429;3,85714285714286
9;1;2;5;2;1;4;3;1;3;5;5;1;5;5;1;1;1;4;5;5;1;1;2;5;4;1;4;5;5;1;5;2;5;1;1;1;1;2;2;5;5;5;5;1;1;1;3;2;5;4;5;2;5;3;-,886001323539965;-,967691075937777;1,25966518002512;,95591918427598;,668145406468015;-1,07581808076957;-1,96156745836733;2,8;2,28571428571429;4,75;-,888851014044823;-,817757371324732;,923966073259706;3;2;1,72458053685318;-1,46112072937047;-,270816809517458;-,59797586768902;4,4;2,66666666666667;1,42857142857143;3,85714285714286
10;2;2;5;2;1;5;5;3;5;5;4;5;4;5;5;3;1;5;5;5;3;1;5;5;4;5;5;5;5;1;5;5;5;5;5;3;1;1;1;1;1;5;5;5;1;1;5;5;1;5;5;1;5;5;1,10828829750899;1,37007862969401;,0266026293273895;1,43723885794136;-2,26102779484201;-,353033044923662;2,07874887208814;5;4,14285714285714;4,25;1,52593147702456;1,59002360411219;,12599537362633;4;1;,279429783401283;1,9942931294512;-1,19615244135493;-1,09465362804116;5;5;1,28571428571429;3,28571428571429
11;1;2;5;2;5;5;2;4;5;4;5;5;3;5;4;4;1;5;4;5;5;2;5;5;5;5;5;5;5;5;5;5;5;4;5;1;1;1;5;5;5;5;5;3;1;5;5;5;5;5;5;1;5;5;1,00841364744979;1,89882297546845;-,161343902042175;,296420214067161;1,89460893037402;,612876127388422;,263221226705729;4,8;4,57142857142857;4,25;1,30640579601825;2,14566536767456;,12599537362633;4;1;1,43477840001682;1,23140230583639;,963655842723936;,343598886278425;5;4,66666666666667;2,14285714285714;4,42857142857143
12;1;2;5;2;1;4;3;1;5;5;3;1;5;1;1;1;5;1;5;1;1;3;1;1;4;3;2;5;5;1;3;5;5;1;5;3;1;1;1;1;5;5;5;3;1;3;4;4;5;5;5;2;1;3;-3,17839481682041;,123923685161084;,523253921374051;-,212530075816362;-,117133695671244;,175186646209946;-,777091132782716;1;2,42857142857143;4,25;-2,86458214310159;-,632543450137276;,12599537362633;2;3;,189938486486921;,268558733305105;-,0346854897462153;-,797255784747497;4,2;3,55555555555556;1,71428571428571;3
13;1;2;5;2;1;5;4;2;4;4;4;4;4;4;3;2;2;3;3;4;3;2;4;3;4;3;4;4;4;1;1;3;5;1;4;2;3;1;1;4;4;5;4;3;2;2;2;4;1;5;4;1;4;3;,0427368817569749;,0620065022667054;-,352447851630634;,397902683112627;-,492917095055782;,0418819557940411;-,285896132971275;3,6;2,85714285714286;4;-,010748290019593;-,0769016865749092;-,272989976190358;3;2;,152030700647402;-,705111110300417;-,452169737272637;-,184088954341372;4;3,44444444444444;1,71428571428571;3,28571428571429
14;1;2;5;2;1;5;4;1;3;5;3;4;3;4;3;1;3; ;3;3;1;2;3;3;4;1;3;5;5;5;5;3;2;1;5;1;1;1;3;1;3;3;5;5;3;3;3;3;3;3;5;3;3;5;,156057780816946;-1,25183482963459;-,487373274093064;-,864157787146624;,115559636599202;,238607277196051;,322242676059036;3,4;2,91645781119465;3,75;-,230273971025901;-5,75760527393582E-16;-,671975326007045;3;2;-1,0461808478848;,915579181780431;-,108157399049022;-,548711704590319;3,2;3,66666666666667;2,14285714285714;3,85714285714286
15;2;2;5;2;1;3;4;2;5;5;5;5;2;3;4;1;3;4;4;5;1;2;4;4;4;2;5;5;5;2;2;3;5;1;5;2;3;3;5;3;5;5;3;5;1;2;5;5;2;5;3;5;5;5;,504741449559258;-,502589686540597;,071507653504287;,995090551441209;-,490522914591437;-,108641123396084;,662033753566311;4;2,71428571428571;4;,428303071993022;-,262115607762365;-,272989976190358;3;2;1,23240381384315;,469757128033293;1,40908942812166;-,499252803920317;5;4,11111111111111;3;3,42857142857143
16;2;2;5;2;1;5;5;2;5;5;5;5;4;5;5;2;1;3;5;5;2;1;5;5;5;4;4;5;5;5;5;3;3;3;3;1;1;1;1;5;5;5;5;3;1;1;5;3;1;5;5;1;4;3;1,373425247021;-,0130364627312602;,745223688276862;,188833227536681;1,56575740514405;-,776300542676671;-,550493705409414;5;3,28571428571429;4,75;1,52593147702456;,478740076987457;,923966073259706;4;1;,12321076127361;-,453891005212029;-,989239841432147;1,43169936065384;4,4;3,55555555555556;1;5
17;2;2;5;2;1;4;4;4;5;5;5;5;4;5;4;3;1;4;2;4;4;1;5;5;5;4;5;5;4;3;5;5;1;4;4;1;1;1;1;3;3;5;5;4;1;2;4;5;1;5;5;1;4;5;1,09752403434283;,65622186059601;,592265536750296;,862466773621234;-,560908290317123;-,495129938671433;,647517538239203;4,8;3,71428571428571;4,75;1,30640579601825;1,03438184054982;,923966073259706;4;1;,0127442922146149;,984049506556804;-1,35201704221702;-,355210109935296;4;4,55555555555556;1,14285714285714;4
18;2;2;5;2;1;5;5;3;4; ;5;5;4;3;5;3;1;5;3;4;2;1;4;5;5;4;5;5;4;3;5;3;5;5;4;1;1;1;1;5;5;5;5;5;1;1;5;4;1;5;5;2;5;5;,839682834847182;,448451661433537;,285149510651564;,712073353070763;,231438305665631;-,681074907791803;1,38407587429204;4,4;3,42857142857143;4,17105263157895;,867354434005637;,663953998174913;8,5048842596085E-15;4;1;,292083364445737;1,16351545985498;-,846608647613393;,509469853484003;5;4,55555555555556;1,14285714285714;4,57142857142857
19;1;2;5;2;1;5;5;1;5;2;1;5;5;5;5;1;1;1;5;5;1;4;5;5;1;1;5;5;5;1;5;1;4;5;5;1;1;5;5;1;1;5;3;5;1;5;1;1;5;5;5;5;5;5;2,23672582231511;-,417974230889168;-3,49465722820059;1,1016806447753;-2,319774587103;,320682199457328;2,01355880291824;5;2,14285714285714;2,25;1,52593147702456;-1,00297129251219;-3,06588742490717;3;2;,538963221697049;1,42820594437406;1,13200275720079;-2,75517693972598;4;4,11111111111111;3,28571428571429;2,42857142857143
20;2;2;5;2;1;1;1;4;3;3;3;4;4;5;3;4;3;4;3;4;5;3;5;5;3;3;1;2;3;4;3;3;3;2;5;2;2;3;1;3;3;4;3;3;2;4;5;3;3;2;4;2;3;3;1,03266935498671;1,51443091823014;-2,13375595719295;-2,62816871049606;,148707557406229;,533976741627923;,343143545840975;4,4;3,71428571428571;3,25;,867354434005637;1,03438184054982;-1,46994602564042;3;1;-2,22174440265265;,471168549525404;,669824532790529;,108483148312485;3;3,11111111111111;2,28571428571429;3,14285714285714
21;1;2;5;2;1;3;3;3;5;4;4;4;3;4;4;1;1;3;3;5;3;2;4;4;4;5;4;4;5;3;4;4;4;4;3;1;1;4;1;3;4;4;4;1;1;4;3;4;4;4;4;2;4;5;,338650115309057;,426506633238562;-,3744819898306;-,429653851196625;,624768449020407;-,0721855976864076;-,654503935262263;4;3,28571428571429;3,75;,428303071993022;,478740076987457;-,671975326007045;3;2;-,0209729753863776;-,0169322200114646;,181745685316732;-,061537065181503;3,8;3,66666666666667;2;3,57142857142857
22;1;2;5;2;1;3;4;2;5;4;5;4;3;4;2;1;1;4;2;4;2;2;5;5;4;5;5;5;4;5;3;2;5;5;5;5;1;1;2;4;3;5;4;4;1;3;4;5;1;4;5;2;4;4;,319033221456168;-,140367716346216;,352395109517649;1,04392762564548;,239946548803286;1,81277867758102;1,02441785665703;4;3;4;,428303071993022;,108312234612546;-,272989976190358;3;2;,0262996034570886;,74996973083893;,546638161584556;,747147476488821;4,8;4,22222222222222;2,14285714285714;4
23;2;2;5;2;1;5;5;5;5;5;4;4;5;4;3;1;1;4;4;3;3;1;2;4;5;5;4;4;5;1;2;5;4;1;2;1;4;5;1;4;5;5;4;1;1;1;2;5;3;5;2;3;3;5;-,785283723128965;1,24297214763338;,916020765774241;,309011246833262;,24712361791303;-1,10116795701568;-1,85245434379862;3,4;3,85714285714286;4,75;-,230273971025901;1,21959576173728;,923966073259706;4;1;,831575617619174;-1,48347643828371;,237524095343656;,0483633419339372;3,8;3,22222222222222;2,28571428571429;3,42857142857143
24;2;2;5;2;1;5;3;3;5;5;4;5;3;5;5;1;1;3;1;2;1;1;5;5;5;2;4;5;5;5;5;3;2;5;5;1;1;1;1;5;5;5;5;1;1;1;1;2;1;5;5;1;5;5;1,86354797576044;-1,27555442427602;,0588339284237806;-,131858528820875;1,72721782927478;-1,09181317006441;,12954519965462;5;2,28571428571429;4,25;1,52593147702456;-,817757371324732;,12599537362633;4;1;-,41229736567221;,0213964568457473;-1,68234196879935;,90389805285582;3,4;4;1;5
25;2;2;5;2;1;5;4;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;5;5;1;1;5;5;1;5;5;1;5;5;,880254678256317;2,56608468170113;,476999206452788;,932883713321285;1,21235103323539;1,08757935332189;1,4424192557843;5;5;5;1,52593147702456;2,70130713123692;1,32295142307639;4;1;,449408469398142;1,42522122814612;,434700922671314;1,64161555368227;5;5;2,14285714285714;5
1;2;2;5;3;1;1;2;4;2; ;4;3;5;1;3;4;3;4;5;2;4;3;5;2;4;5;3;4;5;2;3;5;2;4;3;4;5;2;1;5;3;4;3;5;2;3;2;3;3;2;3;4;5;3;-1,52193634608554;2,40065310149222;-,416312362388202;-,079867873584493;-,271542311939017;1,39912614369347;1,17187350387322;2,8;4;4,17105263157895;-,888851014044823;1,40480968292473;8,5048842596085E-15;3;2;-1,13158781381212;,860765059346171;1,35365472912187;-,201070888342488;3;3,66666666666667;3;3,42857142857143
2;1;2;5;3;1;4;5;5;5;5;5;3;5;5;4;1;1;5;5;3;1;1;5;3;5;3;5;5;5;5;5;3;5;4;5;2;4;1;3;3;4;5;3;4;1;1;5;5;1;5;5;1;5;5;-,289802144462451;,95748805537673;1,29904854149923;,63848961000191;,0369331915411426;-,344673206241359;1,09473784339706;4;3,57142857142857;5;,428303071993022;,849167919362369;1,32295142307639;4;1;,856316486120501;,823713173362616;-,169603019953436;,323860953483104;5;4,55555555555556;1,85714285714286;4,28571428571429
3;1;2;5;3;1;3;3;3;2;4;4;3;3;4;4;1;2;1;1;5;1;2;5;4;5;3;2;5;3;4;2;3;3;3;3;2;3;1;3;3;3;5;4;1;3;3;1;3;3;3;3;1;5;4;,942013709035238;-1,4090825262495;-,606306283217033;-,110976359971516;,016797514148374;,726707073316509;-,598972243324684;4;1,71428571428571;4;,428303071993022;-1,55861305607455;-,272989976190358;3;2;-,185951992688774;-,691104370005084;,250450620558406;-,639213968069116;3,2;3,11111111111111;2,28571428571429;3,14285714285714
4;1;2;5;3;1;4;4;3;4;4;4;2;3;4;3;4;2;5;5;4;4;2;3;3;4;5;5;5;5;5;5;4;5;5;3;1;5;1;3;5;5;5;5;4;2;1;5;4;1;5;3;2;5;5;-1,05975749027334;2,12494936118242;-,508096725399753;,646190016818014;1,17987708201031;-,250242044679361;,606177556412581;3;4,28571428571429;3,75;-,669325333038516;1,77523752529965;-,671975326007045;3;2;,715089190841563;,289501041159165;,30523470055303;1,53097989754747;5;4,22222222222222;2,14285714285714;5
5;2;2;5;3;1;5;5;4;2;4;4;3;4;3;3;3;3;4;5;5;5;2;5;3;3;3;5;5;4;4;4;2;5;4;5;2;3;3;1;4;2;5;3;4;3;1;5;5;2;4;5;2;3;4;-,507779676258823;1,77847078797397;-1,18850983738197;,951852805939123;-1,05130959052829;,421622378264134;,984461113676658;3,4;3,71428571428571;3,75;-,230273971025901;1,03438184054982;-,671975326007045;3;2;,567824615439579;,425069041831432;,501501665608526;-,219729598352077;5;4;2,14285714285714;3,57142857142857
6;1;2;5;3;1;3;3;1;5;3;3;1;3;3;1;1;5;3;1;3;3;3;3;3;3;3;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;3;3;5;3;-1,30529511652089;-,228763645607059;-1,04019393096243;,7422652946692;-,987128854199699;1,51851167421701;,210314506942384;2,2;2,42857142857143;3;-1,54742805706375;-,632543450137276;-1,86893137545711;1;3;-,195708253391631;-,456895835699043;1,27719921876661;-,279423407600841;3,8;3,11111111111111;3;3,28571428571429
7;1;2;5;3;1;4;2;1;5;5;5;5;5;5;4;4;1;5;5;5;3;1;5;5;5;5;5;5;5;4;4;3;5;5;4;5;5;1;4;5;4;5;4;5;1;1;5;4;2;3;5;1;5;5;,904178675017631;,909108676194077;1,10709796625649;1,25677240352911;,359910898018156;1,11724363211661;1,33287885801959;4,8;4;5;1,30640579601825;1,40480968292473;1,32295142307639;4;1;1,2462471144605;,852261548208356;1,11771594471559;,247265473582526;5;4,33333333333333;2,57142857142857;4,28571428571429
8;1;2;5;3;1;4;4;2;5;5;5;1;3;2;1;1;2;2;5;5;5;1;2;3;2;3;5;5;5;4;4;3;2;2;2;1;1;1;1;3;4;5;4;5;1;2; ;5;1;5;4;1;4;3;-2,358475936301;,81698023949641;,106128491466876;1,00946691148811;,0357998010471452;-,210061052612222;-,278436350186979;1,8;3,28571428571429;3,75;-1,98647941907636;,478740076987457;-,671975326007045;2;3; ; ; ; ; ;3,66666666666667;1,14285714285714;4,14285714285714
