alumno.pret;sexo.pret;coleg.pret;curso.pret;grup.pret;pais.pret;ren.mat.pret;ren.leng.pret;ECE1.pret;ECE2.pret;ECE3.pret;ECE4.pret;ECE5.pret;ECE6.pret;ECE7.pret;ECE8.pret;ECE9.pret;ECE10.pret;ECE11.pret;ECE12.pret;ECE13.pret;ECE14.pret;ECE15.pret;ECE16.pret;ECE17.pret;ECE18.pret;ECE19.pret;IEA1.pret;IEA2.pret;IEA3.pret;IEA4.pret;IEA5.pret;IEA6.pret;IEA7.pret;IEA8.pret;IEA9.pret;IEA10.pret;IEA11.pret;IEA12.pret;IEA13.pret;IEA14.pret;IEA15.pret;IEA16.pret;IEA17.pret;IEA18.pret;IEA19.pret;IEA20.pret;IEA21.pret;IEA22.pret;IEA23.pret;IEA24.pret;IEA25.pret;IEA26.pret;IEA27.pret;IEA28.pret;PRE_Emotion_Engage;PRE_Cognitive_Engage;PRE_Behavior_Engage;PRE_Enviroment_Manage;PRE_Information_help_Manage;PRE_Maladapative_Behavior;PRE_Time_Manage;PRE_ENG_EMOC;PRE_ENG_COGN;PRE_ENG_COND;ZPRE_ENG_EMOC;ZPRE_ENG_COGN;ZPRE_ENG_COND;LPA_4perfiles;LPA_3perfiles;Gestión_Entorno;Gestión_Tiempo;Desadaptativo;Gesti_Infor;enviroment_manag;time_manag;maladaptative_behavior;informati_manag
18;1;13;5;2;1;5;4;3;3;4;5;4;4;4;3;1;2;2;3;4;4;1;5;4;4;4;4;4;4;4;3;4;4;3;4;4;4;1;3;3;4;3;5;4;1;5;4;3;4;4;4;2;4;4;,40694629114328;-,029308167289986;-,0710011162602646;-,520414392136116;,83604645927447;1,78678632463052;,253962421805003;4;2,85714285714286;4,25;,428303071993022;-,0769016865749092;,12599537362633;3;2;-,440612903124811;,67746061352581;1,38512252938076;,326264222991225;3,8;3,77777777777778;2,85714285714286;3,57142857142857
19;2;13;5;2;1;5;4;1;4;5;3;2;4;5;3;1;3;3;2;4;3;2;3;3;3;3;2;3;3; ;2;3;2;1;4;3;4;2;3;2;4;1;3;5;1;2;1;1;2;1;2;2;3;5;-,395477687269665;-,639585809239331;-,102283940473317;-2,49805598207408;-,376104730220869;,0474465950359242;,541046895406329;3,2;2,42857142857143;3,75;-,449799652032208;-,632543450137276;-,671975326007045;3;2; ; ; ; ;1,8;2,77777777777778;2,42857142857143; 
20;1;13;5;2;1;5;4;2;5;4;4;3;4;4;2;1;4;1;3;3;2;1;4;5;4;4;5;5;5;4;3;5;5;5;4;1;2;1;3;2;2;5;2;4;2;1;4;4;2;4;5;1;4;4;,0709822833015286;-,421151422019442;-,0759942948934575;,890912396335793;-1,50657651369836;-,419712825501019;1,23653979879132;3,6;2,57142857142857;4;-,010748290019593;-,44732952894982;-,272989976190358;3;2;,680195225640358;1,06691654654418;-,42662209729161;-1,37616508404811;4,8;4,33333333333333;1,57142857142857;3,14285714285714
22;1;13;5;2;1;3;3;2;1;4; ;3;4;3;1;1;4;2;1;4;5;2;2;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-1,08317700263544;-,938175162188302;-,751693483529764;0;0;0;0;2,2;1,85714285714286;4,17105263157895;-1,54742805706375;-1,3733991348871;8,5048842596085E-15;2;3; ; ; ; ; ; ; ; 
23;2;13;5;2;1;3;4;4;5;5;5;5;4;5;5;3;1;4;4;5;4;1;5;5;5;4;3;4;4;3;5;4;3;4;4;1;2;1;3;3;4;4;3;4;2;1;3;4;4;4;4;3;4;4;1,22553228074679;1,04808482487205;,479684266687687;-,811454032644324;-,598390211932349;-,680592375996008;1,07991075431155;5;4;4,75;1,52593147702456;1,40480968292473;,923966073259706;4;1;-,58902436479948;1,36759527642868;-,104915860744407;-1,16719730014057;3,4;4;1,85714285714286;3,42857142857143
24;1;13;5;2;1;2;3;2;3;4;4;3;4;3;3;1;2;2;2;4;1;4;3;5;3;2;2;3;4;2;1;3;1;5;5;2;5;2;2;1;3;4;3;4;3;2;1;1;3;1;4;1;2;5;,259967717506368;-1,17963336450314;-,760596286351047;-1,54875164168192;-1,49604755216054;,189971790696911;1,59040347111219;3,4;1,85714285714286;3,75;-,230273971025901;-1,3733991348871;-,671975326007045;3;2;-1,70265995653457;,655272622907827;,0853316620124595;-2,10419926491579;2,2;3,33333333333333;2,42857142857143;2,42857142857143
1;2;14;5;1;1;3;3;1;3;5;2;1;1;3;1;1;3;1;5;5;1;3;1;1;2;1;4;5;3;1;1;1;1;1;1;3;3;3;5;1;3;1;3;5;5;3;1;1;5;1;1;1;1;3;-2,12159618868147;-,510803229723192;-1,79132612934259;,162175593282582;-2,23134042567563;2,26242084981355;-,599031567511132;1,4;1,85714285714286;2,5;-2,42553078108898;-1,3733991348871;-2,66690207509049;1;3;-,054498247916205;-1,57516066411497;2,04287228838759;-2,78704077485832;2,4;1,66666666666667;3,28571428571429;1,85714285714286
2;2;14;5;1;1;4;5;4;5;5;4;4;4;4;4;5;1;4;5;5;4;1;5;4;5;3;5;5;5;3;5;5;5;4;3;1;1;2;1;4;5;5;3;5;1;1;5;5;1;5;5;2;5;5;,272035892228849;1,98087510593194;-,189219373061946;,889334728324873;-,196736566805911;-,619243565014828;,923517915115119;4,2;4,28571428571429;4,5;,64782875299933;1,77523752529965;,524980723443018;4;1;,645124432471465;1,2255325916451;-,649641886184798;,0266817090130733;5;4,66666666666667;1,28571428571429;4,28571428571429
3;2;14;5;1;1;3;4;1;3;5;4;4;3;4;3;1;1;1;1;3;2;1;4;4;4;3;3;2;2;1;5;1;4;3;2;1;4;2;1;1;1;3;5;4;1;1;2;1;1;4;5;2;3;4;,670993589535971;-1,73895491556404;-,154007845310546;-1,4279253561982;-2,26149953862241;-1,24160714675891;,483954558820266;3,8;1,71428571428571;4;,208777390986714;-1,55861305607455;-,272989976190358;3;2;-1,98257452223007;-,0238666329184542;-1,51822236439152;-1,04065882544915;2,8;3;1,71428571428571;2,85714285714286
4;1;14;5;1;1;5;4;1;5;5;5;4;2;4;5;4;2;1;2;5;2;1;5;5;4;4;4;5;5;5;4;3;4;1;3;1;2;2;1;4;3;5;3;5;1;1;4;3;3;5;5;1;5;5;1,44541746388939;-,635660770933859;-,361070437680597;,513435564201094;,0787585895296499;-,717659019818116;,0242890518655133;4,6;2,71428571428571;4;1,08688011501194;-,262115607762365;-,272989976190358;3;2;,6558477370348;,254951893926284;-,618936192691272;-,495264151422919;4,4;3,88888888888889;1,28571428571429;3,85714285714286
5;2;14;5;1;1;4;5;5;5;5;5;5;4;5;4;2;2;4;4;5;3;1;5;5;5;3;5;5;5;4;5;3;5;4;2;1;1;1; ;5;5;4;5;3;1;1;5;4;1;5;5;1;5;5;,982440559547964;,824204872082514;,549277340266676;,488724261626202;1,16825970939515;-,728662062745408;-,274855511403642;4,8;3,71428571428571;4,75;1,30640579601825;1,03438184054982;,923966073259706;4;1; ; ; ; ;4,8;4; ;4,85714285714286
6;1;14;5;1;1;4;4;1;3;5;4;5;3;3;5;2;1;2;3;4;2;2;3;4;3;4;2;1;3;2;4;3;3;2;1;2;4;2;1;1;3;2;5;3;2;2;3;2;3;4;3;3;2;3;,771317867851166;-,72076496127291;-,741581605227718;-2,67008375335865;-,605806540000282;-,161081653625717;-,695120938725444;4;2,42857142857143;3,75;,428303071993022;-,632543450137276;-,671975326007045;3;2;-2,62922044648849;-,203214456358459;-,132937485139871;-,137868798070028;2,2;2,55555555555556;2,28571428571429;3
7;2;14;5;1;1;3;2;1;4;5;5;3;5;5;4;1;1;4;3;5;4;1;3;4;5;4;2;5;5;5;5;4;2;4;1;1;3;1;1;2;2;2;1;4;1;1;2;3;2;4;5;1;5;5;,0673986088710098;-,501237230834717;1,52877062304302;-1,17338698379499;-,818943606012652;-,961880191663384;,452933634418599;3,8;3;5;,208777390986714;,108312234612546;1,32295142307639;4;2;-1,31266438257353;,907073015302071;-1,47213182237423;-1,1383276084736;2,6;3,88888888888889;1,28571428571429;3,42857142857143
8;1;14;5;1;1;4;5;3;5;5;5;1;5;4;1;1;5;5;4;5;5;1;1;1;4;5;5;2;5;3;1;5;4;5;5;5;5;4;1;4;5;5;5;5;5;1;4;5;5;5;5;1;5;5;-3,12264913414079;1,55568250554857;1,7851750451725;-,032617710488341;,31697439912415;2,24264178914871;2,1333456194323;1,6;4;4,75;-2,20600510008267;1,40480968292473;,923966073259706;2;2;,164617948078549;2,31840115575173;2,22824249436128;-,63803656722906;4;5;3,14285714285714;3,42857142857143
9;2;14;5;1;1;3;3;2;4;5;5; ;3; ;4;2;1;4;3;4;2;1;4;5;4;4;4;3;4;2;4;3;3;4;3;3;4;2;4;5;2;3;5;4;2;2;4;5;2;4;3;3;3;4;,465980214761734;-,190489194414205;,368465567215492;-,621354608292661;-,327844053758095;,54714433159434;,55697976092014;3,60979228486647;3;4,25;3,41211451769608E-15;,108312234612546;,12599537362633;3;2;-,761336242206241;,453841816498404;,8826615750324;,277192659001358;3,4;3,66666666666667;2,85714285714286;3,71428571428571
10;2;14;5;1;1;4;4;1;4;5;5;4;3;4;3;1;1;5;4;5;4;1;4;5;4;3;5;5;4;1;5;4;3;5;1;1;2;1;2;1;3;5;3;5;1;1;4;4;1;5;5;1;4;5;,366671260201197;-,213020331262827;,590629370123482;1,49182091080417;-2,4381371939028;-,625335637707221;,819392668313239;4;3,14285714285714;4,25;,428303071993022;,293526155800002;,12599537362633;3;2;,73382634876592;,825338118697331;-1,27107112475084;-1,87503523128309;4,4;4,22222222222222;1,28571428571429;3,14285714285714
11;2;14;5;1;1;4;4;2;4;5;4;3;3;4;4;2;2;4;4;5;4;1;5;4;5;4;4;4;4;5;5;4;5;2;4;1;1;1;3;3;4;4;4;4;1;1;4;4;4;4;5;2;4;4;,225589447352792;,489919067895944;,267577011568102;-,59385712796684;,338989550557594;-,877849432618717;,181741882737227;4;3,42857142857143;4,25;,428303071993022;,663953998174913;,12599537362633;4;1;,0109962403981744;,845841633310425;-,34901446178066;-,349430232845094;4,2;3,88888888888889;1,42857142857143;3,85714285714286
12;2;14;5;1;1;4;4;2;4;4;4;3;3;4;5;2;2;3;3;2;2;1;4;5;4;3;3;4;2;2;4;2;4;3;1;1;3;1;4;2;3;4;3;2;1;2;4;2;1;4;3;4;5;3;,982019629557785;-,369611674987805;-,726792773023142;-,235435981791327;-1,429846355002;-,597923735194837;-,479903655140273;4,2;2,71428571428571;3,75;,64782875299933;-,262115607762365;-,671975326007045;3;2;-,498095109717578;-,655496057156032;-,127178294813998;-,685911211175908;3,8;2,77777777777778;2,28571428571429;3
13;2;14;5;1;1;4;4;3;3;4;4;3;5;2;2;2;3;2;2;3;4;1;2;4;4;2;3;4;2;5;3;1;2;2;2;2;1;3;3;3;3;4;3;2;2;1;2;2;2;3;3;2;3;3;-,846887894721729;-,0552486494779869;-,420479103904523;-,514911792984833;-,388443810873131;,0545556857833853;-1,01859566584837;2,6;2,57142857142857;4,25;-1,10837669505113;-,44732952894982;,12599537362633;3;2;-,787277553584419;-1,4082057408401;-,00137456522440466;-,418581881431049;3;2,33333333333333;2;3,28571428571429
14;1;14;5;1;1;4;5;2;4;5;4;5;4;5;3;3;2;4;5;5;5;1;3;4;5;3;5;4;5;5;4;3;4;3;4;3;4;3;2;2;5;5;5;4;1;2;4;4;1;5;3;1;4;4;,314271580666703;,761346286773758;,247791145752902;,336443960995766;,866276045217792;,448429264755651;,181409523974195;4;3,71428571428571;4,5;,428303071993022;1,03438184054982;,524980723443018;4;1;,11377395951051;-,344911626558653;,455916126113716;1,44259271991263;4,4;3,77777777777778;2,28571428571429;4,42857142857143
15;2;14;5;1;1;4;4;2;4;4;4;3;3;4;3;2;3;2;2;5;3;1;3;3;5;3;3;4;4;1;4;2;3;5;3;1;3;1;2;5;4;3;4;1;1;1;3;2;1;4;5;2;1;5;-,162270127096271;-,433357546825307;-,25897623670817;-1,09525020510409;-,0578209749473198;-1,19686348812669;-,572198089875533;3,2;2,57142857142857;4;-,449799652032208;-,44732952894982;-,272989976190358;3;2;-,719522579462945;-,603415512782173;-1,21528049775612;-,159468174346416;3,2;3,11111111111111;1,57142857142857;3,85714285714286
16;2;14;5;1;1;4;3;3;4;4;4;5;2;5;3;2;1;4;4;5;3;1;4;5;5;4;3;4;5;4;4;4;4;5;2;1;1;1;1;4;1;4;4;4;1;1;4;5;1;5;5;1;4;5;,970833878045194;,450740941251191;-,579674833207472;-,555532258028598;-,391039026289603;-1,002218249993;,642519116804352;4,4;3,42857142857143;3,75;,867354434005637;,663953998174913;-,671975326007045;4;1;-,898067395823768;1,07378092429965;-1,56651671396392;-,000446987379967956;3,8;4,33333333333333;1;3,85714285714286
17;1;14;5;1;1;5;4;4;1;5;5;4;4;5;3;3;2;5;4;5;4;1;5;5;5;5;5;5;5;5;5;3;5;5;3;1;1;1;1;5;4;5;5;4;1;1;4;5;1;5;4;3;5;5;,558115059350509;,984260516853998;,453972245552046;,670496714066121;,955750894570831;-,648563784428181;,596662010685755;4,4;3,71428571428571;4,75;,867354434005637;1,03438184054982;,923966073259706;4;1;,053252803819306;,644474038114161;-,74991884749513;1,31544467088242;4,8;4,33333333333333;1,28571428571429;4,85714285714286
18;2;14;5;1;1;3;3;2;5;5;5;5;4;5;5;1;2;5;1;5;5;1;5;5;5;5;5;5;5;3;5;5;5;1;1;1;1;1;1;5;5;5;5;3;1;1;5;5;1;5;5;2;5;4;1,36904897317715;-,213776401287866;1,16557443208435;1,19378501765761;,940884777670077;-,698678313959484;-1,43872095050535;5;3,42857142857143;4,75;1,52593147702456;,663953998174913;,923966073259706;4;1;1,15247274301626;-,442748572965343;-,859296064056054;,956789325917654;5;3,77777777777778;1,14285714285714;4,71428571428571
19;2;14;5;1;1;3;4; ; ;5;5;5;5;5;5;1;1; ; ;5;5;1;5;5;5;5;5;5;5;5;5;5;5; ; ;1;1;1;1;5; ;5;5; ;1;1;5;5;1;5;5;1;5;5;1,32095041537601;-,0685742387874453;1,08906384780564;,675073987861216;1,04901139948203;-,815039270072378;-,120219635569955;5;2,91645781119465;5;1,52593147702456;-5,75760527393582E-16;1,32295142307639;4;1; ; ; ; ;5; ;1; 
20;2;14;5;1;1;4;4;3;5;5;5;5;5;5;5;4;1;5;3;4;2;1;5;5;5;4;5;5;5;4;5;3;4;5;4;1;2;1;1; ;4;5;5;5;1;1;5;5;1;5;5;1;4;4;1,27585299468765;,665685971453738;,816862294571784;,64822773375675;,146163337237218;-,734809402764656;1,1706801446851;5;3,71428571428571;5;1,52593147702456;1,03438184054982;1,32295142307639;4;1; ; ; ; ;4,8;4,44444444444444;1,14285714285714; 
21;1;14;5;1;1;4;4;2;4;3;4;3;3;2;3;1;2;3;1;3;1;1;3;3;4;1;1;4;3;2;3;3;1;1;1;3;1;2;1;3;3;2;5;1;1;3;2;3;1;4;5;1;1;3;-,303331378761237;-1,02962069574682;-1,02533276274604;-1,65625255639617;,219240240422445;,262343806685473;-2,34320374995615;2,8;1,85714285714286;3,5;-,888851014044823;-1,3733991348871;-1,07096067582373;3;2;-1,83928248833969;-1,44105508334998;-1,08505179960027;,21484293223238;2;2,44444444444444;1,71428571428571;3,42857142857143
22;2;14;5;1;1;4;4;2;5;5;5;3;2;5;2;4;3;2;2;4;3;2;3;3;3;2;2;4;4;3;4;1;3;2;2;2;3;2;3;2;3;4;3;3;2;2;2;2;3;4;3;3;3;4;-,272027693931596;-,0833228968815555;-,382501385294751;-,74331093523802;-,662245034883496;,0674571613144093;-,602481741108449;3,2;2,85714285714286;3,75;-,449799652032208;-,0769016865749092;-,671975326007045;3;2;-,726412782584713;-,688060778452408;,208995606817795;-,824806359662455;3;2,66666666666667;2,42857142857143;3,14285714285714
23;1;14;5;1;1;4;3;1;5;5;4;2;3;5;1;1;4;1;4;1;1;2;5;3;5;5;5;5;1;1;1;3;1;1;1;1;3;1;1;1;1;5;3;2;1;2;1;5;3;4;2;1;5;5;-,750163091604321;-,444219898134553;,90581091657082;1,81447691478624;-3,09724384693976;-,409441835486839;-1,05152663168091;3,2;2,57142857142857;4,25;-,449799652032208;-,44732952894982;,12599537362633;3;2;,820433580588891;-1,20166380716446;-1,01669666287672;-2,88116990853912;3,4;3,11111111111111;1,42857142857143;1,57142857142857
24;1;14;5;1;1;3;3;5;5;5;5;5;4;3;4;1;3;1;1;1;4;2;2;3;5;5;4;5;4;5;5;3;3;1;1;2;1;4;5;3;2;5;5;3;1;1;3;1;5;5;3;1;4;3;-,367156716666858;,19388108110375;,67151782826846;,931893340180813;,0688479796942517;-,291806565833693;-1,49202697755694;3,4;3,14285714285714;4,75;-,230273971025901;,293526155800002;,923966073259706;3;2;1,23247178420669;-1,29967410339611;,488771155509425;-,690869338159113;4;2,66666666666667;2,14285714285714;3,57142857142857
25;1;14;5;1;1;3;4;3;4;4;4;4;4;4;4;1;3;4;1;2;1;2;4;4;4;4;5;1;5;3;1;2;1;4;5;3;5;1;4;1;1;1;5;4;1;3;1;5;1;4;5;4;1;5;,531162577552138;-,447256397050093;-,15809218965236;-2,25266347530547;-,678583468688782;,213445240127627;,97256245324556;4;2,57142857142857;4;,428303071993022;-,44732952894982;-,272989976190358;3;2;-2,69099758396376;,999460168135484;-,0320486998398828;-,377072431713707;1,8;3,88888888888889;3;3
1;2;15;6;2;1;5;4;2;3;4;3;3;3;3;2;2;3;5;4;3;2;2;3;3;2;3;4;3;4;3;3;4;3;3;4;1;3;1;3;3;3;3;4;1;3;3;3;3;2;3;3;2;3;4;-,909993595113576;,727933111635108;-1,4326115270646;-1,16457835679804;-,0231219075522622;,164558694896038;-,444480208621754;2,8;3;3;-,888851014044823;,108312234612546;-1,86893137545711;3;2;-,950137911934503;-,30280593982597;,123439757882132;-,119258153795935;3,2;3,11111111111111;2,28571428571429;3,42857142857143
2;1;15;6;2;1;4;2; ;1;5;5;1;3;3;1;1;5;1;1;5;1;5;3;1;5;1;5;1;1;1;3;5;5;1;1;4; ;1;1;1;1;1;1;1;3;2;4;1;5;5;2;5;1;5;-1,66088778927211;-1,79728774877104;,567742639587376;-1,09851055138818;-2,99620518830849;1,47146803217629;-1,3911401964459;1,8;2,91645781119465;4,5;-1,98647941907636;-5,75760527393582E-16;,524980723443018;2;3; ; ; ; ;3,2;2,44444444444444; ;1,28571428571429
3;2;15;6;2;1;4;3;2;2;5;3;1;3;3;3;3;2;3;2;3;2;1;4;3;3;3;3;3;3;3;2;1;3;4;5;2;1;1;2;3;3;3;2;2;2;2;2;2;3;3;3;2;4;4;-,757947078703679;-,0443189734847143;-,980363809013809;-1,5662965164865;-,855660031814536;-,091329420056917;,911618922825906;2,8;2,42857142857143;3,5;-,888851014044823;-,632543450137276;-1,07096067582373;3;2;-1,58622173861878;,320755132595959;-,272288217959703;-1,29351365696069;2,8;3,11111111111111;1,71428571428571;2,71428571428571
4;1;15;6;2;1;5;4;3;4;5;4;5;4;5;4;3;2;4;5;5;3;1;4;5;5;4;5;5;4;5;4;4;5;3;4;4;3;3;1;5;5;2;4;4;1;1;5;4;5;4;3;1;4;4;,910627789639058;,82553612095041;,149330979911754;-,11688435272711;1,05840096779224;,628338960574069;,279871014577339;4,6;3,71428571428571;4,5;1,08688011501194;1,03438184054982;,524980723443018;4;1;,346525785717449;,353160016684726;1,12166982658984;,645483238205874;4,4;3,77777777777778;2;4
5;1;15;6;2;1;4;4;3;5;4;5;3;4;3;2;1;2;5;1;4;3;1;3;3;5;4;5;5;5;4;3;4;4;3;5;1;1;1;4;2;5;5;5;3;1;4;3;3;1;4;5;1;3;5;-1,12159114204433;,237369288708758;,964685829263101;,419718959834161;,760491498215365;,150592483529057;-,187227834509341;2,8;3,14285714285714;4,5;-,888851014044823;,293526155800002;,524980723443018;3;2;,503741342299124;-,0619153006608804;-,358796315201208;,205448766132898;4,4;3,88888888888889;1,85714285714286;4,14285714285714
6;2;15;6;2;1;3;3;1;4;5;5;2;3;3;4;1;3;4;1;5;3;1;1;5;4;1;4;5;5;4;4;5;4;1;5;2;3;2;1;2;4;3;5;3; ;2;1;5;2;5;5;1;3;5;-,144950295840509;-1,54316882581356;,501296030232961;-,355449027440696;,487004437362743;-,154089066612574;-,455133806898612;3;2,14285714285714;4,25;-,669325333038516;-1,00297129251219;,12599537362633;3;2; ; ; ; ;3,4;4,11111111111111; ;4
7;2;15;6;2;1;5;3;1;3;5;4;2;5;4;3;1;3;2;1;4;2;1;4;4;4;2;5;5;4;1;4;5;2;1;5;1;4;1;1;3;5;5;5;1;1;1;5;4; ; ; ; ; ; ;,0459567063030117;-1,62212444066604;,511554091140999;,866142131987274;-,213139564205701;-1,23372665072735;-,9594796336288;3,4;1,71428571428571;4,5;-,230273971025901;-1,55861305607455;,524980723443018;3;2; ; ; ; ;4,4; ; ; 
8;1;15;6;2;1;2;1;3;4;4;2;1;2;3;1;1;5;1;3;2;2; ;1;1;2;1;2;3;1;1;2;1;1;2;1;1;2;5;2;2;1;2;4;2;5;4;3;2;3;1;2;1;3;4;-2,14312158687777;,0359408477483649;-2,07488973399241;-1,42401156180763;-2,07628215684474;1,26930640788741;-,69415932945272;1,4;2,14285714285714;2,5;-2,42553078108898;-1,00297129251219;-2,66690207509049;1;3;-1,59596230157024;-1,19774883552609;,983048843985124;-1,76439486506863;2,2;2;2,85714285714286;2
9;2;15;6;2;1;5;4;1;4;5;5;5;5;5;3;2;1;3;1;5;3;1;4;5;5;3;2;5;5;3;5;4;5;1;5;1;1;1;5;2;3;5;5;1;1;1;1;3;1;5;5;2;5;5;1,08840802656258;-1,26672169170701;1,11377815545545;-,431212887971222;,160975655713591;-1,67166547586465;-,637195187499166;4,4;2,42857142857143;5;,867354434005637;-,632543450137276;1,32295142307639;4;1;,0504178791190301;-,0595678296675099;-1,46404399160762;-,322603269288163;3,6;3,77777777777778;1,71428571428571;4
10;2;15;6;2;1;5;4;1;5;5;5;4;5;5;5;3;1;5;5;5;5;1;4;5;4;5;5;5;5;5;4;4;5;3;5;1;4;1;1;5;5;5;4;1;1;2;1;4;1;5;5;1;4;5;,685296301912282;,995798899890625;,932627611248208;,327041274604166;1,5780284095942;-,551506833440179;-,685790903079526;4,6;4,14285714285714;4,75;1,08688011501194;1,59002360411219;,923966073259706;4;1;,518761480269225;-,605587088067146;-,880473754607293;1,25821794190711;4,2;4;1,57142857142857;4,71428571428571
11;2;15;6;2;1;5;5;1;3;5;5;5;4;5;5;1;1;5;5;5;3;3;4;4;5;3;5;5;5;5;5;3;5;1;5;1;3;2;2;5;5;5;5;1;1;2;5;5;1;5;5;1;5;3;1,05218164491989;-,485957255762178;,892148485642381;,425593129499669;1,92119464099998;-,670120478041623;-1,15360623797669;4,6;3;4,75;1,08688011501194;,108312234612546;,923966073259706;4;1;1,07901380357301;-1,07205613460006;-,164922201017515;2,02794026379668;5;3,66666666666667;1,71428571428571;5
12;2;15;6;2;1;4;4;2;3;5;5;4;4;5;4;3;1;1;1;3;1;1;5;5;5;4;4;5;5;3;5;4;2;5;5;1;1;1;3;5;5;5;3;2;1;1;5;1;3;5;5;1;2;5;1,42038451092166;-1,30453290636667;,451813234771725;,0163800674284967;,447001621413098;-,933216094209293;,17382216521535;4,6;2,14285714285714;4,75;1,08688011501194;-1,00297129251219;,923966073259706;4;2;,671188635557098;,409689686545081;-,7051980544512;-,738000357506396;4,2;3,77777777777778;1,28571428571429;4,14285714285714
13;2;15;6;2;1;5;4;2;4;5;5;4;5;4;4;1;1;5;4;5;3;1;4;4;5;4;4;5;5;4;5;3;5;5;5;1;2;1;5;5;4;5;5;4;1;1;5;5;1;5;5;1;5;5;,0767593089697629;,114219696070955;1,37305795149989;,100629434940288;,727447370297699;-,991068143699647;1,29802998053954;4;3,28571428571429;5;,428303071993022;,478740076987457;1,32295142307639;4;1;,680570368137164;1,05403724377891;-,403432892317328;,623941580529294;4,8;4,66666666666667;1,71428571428571;4,71428571428571
14;2;15;6;2;1;5;5;2;5;4;5;5;4;5;5;2;1; ;4; ;4;2;5;5;5;3;4;5;5;5;4;4;5;3;4;2;1;3;5;5;4;4;5;3;1;2;5;4;1;4;5;2;3;4;1,60600822598315;,0368194584709809;,192893102858688;-,123271868647523;1,44932670529446;-,0945650461061551;-,427586192912633;5;2,91645781119465;4,5;1,52593147702456;-5,75760527393582E-16;,524980723443018;4;1;,412881963725202;-,124500612485299;,441399413238712;1,3244365890285;4,6;3,77777777777778;2,28571428571429;4,71428571428571
15;1;15;6;2;1;4;4;1;5;5;5;5;5;5;4;1;1;2;1;1;1;1;5;5;5;4;3;5;5;3;5;2;1;3;5;1;3;1;1;5;3;3;5;3;1;1;1;4;1;3;4;1;5;5;1,44474942204629;-1,66743248981197;1,31347755157809;-,798141008029139;,536471372450611;-1,4097980958623;,604737823848823;4,8;2,14285714285714;5;1,30640579601825;-1,00297129251219;1,32295142307639;4;1;-1,0943149638137;-,0154935594365904;-1,54705400628866;,404834498437306;2,6;3,77777777777778;1,28571428571429;4,42857142857143
16;1;15;6;2;1;4;3;3;3;4;4;3;2;4;3;1;3;1;1;2;3;1;4;2;3;3;3;4;5;3;3;3;2;2;3;2;4;3;2;3;2;2;3;4;3;3;3;3;1;3;2;4;3;5;-,126800287272524;-,624645138542726;-1,2316048663268;-1,05342378772842;-,557603893704157;,700155103164406;,0621733907276007;3,2;2,14285714285714;3,25;-,449799652032208;-1,00297129251219;-1,46994602564042;3;2;-1,61833378531199;-,121464030148321;,745095954475543;,0568645463049383;2,8;3,11111111111111;3;3,42857142857143
17;1;15;6;2; ;4;3;5;5;4;4;1;5;5;5;2;1;5;5;3;1;1;3;5;4;5;3;3;1;5;5;5;5;4;5;1;4;2;1;5;3;4;3;5;1;2;5;4;1;5;3;3;3;5;-,303486283626086;1,62013289710021;,183281620675223;-1,6159593888907;-,395866135162348;-,30607422698035;1,48548204477679;3,8;4;4,25;,208777390986714;1,40480968292473;,12599537362633;4;1;-1,81574565398875;1,50161011119569;-,119600577987047;,868576757673207;4;4,33333333333333;2;3,85714285714286
19;1;15;6;2;1;5;4;1;5;3;4;1;3;1;1;1;3;1;1;1;1;1;3;2;3;1;3;1;1;1;1;1;1;5;5; ;3;1;2;5;5;1;4;1;1;2;1;1;2;3;1;1;1;2;-1,74955585593037;-1,03513880438311;-1,00340356590383;-3,42556180122512;-,0156705317377418;-,627566739961763;,433403841600963;1,6;1,57142857142857;3,25;-2,20600510008267;-1,74382697726201;-1,46994602564042;1;3; ; ; ; ;1,4;2,22222222222222; ;3
20;1;15;6;2;1;4;4;2;3;4;4;3;4;4;2;2;1;4;3;4;5;2;4;5;4;3;4;4;3;4;4;3;3;3;2;2;1;1;1;3;3;4;4;2;1;2;3;3;1;3;4;3;3;4;,0717800416352167;,289307686508081;-,32814129097461;-,110627742569534;-,161547451849029;-,00356635359192336;-,921215128553902;3,6;3,14285714285714;4;-,010748290019593;,293526155800002;-,272989976190358;3;2;-,913512140222936;-,578218899720476;-,754656106500793;,220004428090235;3,6;3;1,57142857142857;3,71428571428571
21;2;15;6;2;1;5;4;1;3;4;4;5;4;4;3;2;3;4;1;5;1;4;4;4;4;3;4;4;5;4;5;3;5;1;4;3;2;4;1;2;1;4;2;1;3;2;5;2;2;4;3;2;2;3;,828313358583926;-1,08773374400339;-,327741006894763;,0753313339328453;-,914118171531718;,783342724478152;-1,19295059584793;4;2,14285714285714;4;,428303071993022;-1,00297129251219;-,272989976190358;3;2;-,0876136354053487;-1,15302056412855;,644047749500212;,0792335016905614;4,4;2,55555555555556;2,42857142857143;3,28571428571429
